question_id,question,answer,job_role,question_type
2246,A contingency table shows (A) Continuous data (B) Frequency of categories (C) Regression output (D) Time series,(B),Data Scientist,Aptitude
2247,Exponential distribution models (A) Counts (B) Time between events (C) Proportions (D) Ranks,(B),Data Scientist,Aptitude
2248,Poisson distribution models (A) Continuous data (B) Count of events (C) Proportions (D) Normal data,(B),Data Scientist,Aptitude
2249,Binomial distribution requires (A) Continuous outcomes (B) Fixed number of trials (C) Unlimited trials (D) Normal data,(B),Data Scientist,Aptitude
2250,"The PDF of a uniform distribution on [0,1] is (A) 0 (B) 0.5 (C) 1 (D) x",(C),Data Scientist,Aptitude
2251,What is the CDF value at positive infinity? (A) 0 (B) 0.5 (C) 1 (D) Infinity,(C),Data Scientist,Aptitude
2252,Geometric distribution models (A) Number of trials until first success (B) Total successes (C) Average time (D) Variance,(A),Data Scientist,Aptitude
2253,"Beta distribution is defined on interval (A) (-inf, inf) (B) (0, inf) (C) (0, 1) (D) (-1, 1)",(C),Data Scientist,Aptitude
2254,Gamma function generalizes (A) Addition (B) Factorial (C) Logarithm (D) Exponential,(B),Data Scientist,Aptitude
2255,Maximum likelihood estimation maximizes (A) Prior (B) Posterior (C) Likelihood (D) Evidence,(C),Data Scientist,Aptitude
2256,MAP estimation includes (A) Only likelihood (B) Only prior (C) Likelihood and prior (D) Evidence only,(C),Data Scientist,Aptitude
2257,"If events A and B are independent, P(A|B) = (A) P(B) (B) P(A) (C) P(A)*P(B) (D) 0",(B),Data Scientist,Aptitude
2258,Law of large numbers says sample mean converges to (A) Median (B) Mode (C) Population mean (D) Variance,(C),Data Scientist,Aptitude
2259,Markov chain property means future depends only on (A) Past (B) Present (C) Past and present (D) Nothing,(B),Data Scientist,Aptitude
2260,Monte Carlo simulation uses (A) Exact solutions (B) Random sampling (C) Derivatives (D) Matrices,(B),Data Scientist,Aptitude
2261,A confusion matrix has dimensions (A) 1x1 (B) 2x2 (C) nxn (D) 1xn,(B),Data Scientist,Aptitude
2262,Precision is TP divided by (A) TP+FN (B) TP+FP (C) TN+FP (D) TP+TN,(B),Data Scientist,Aptitude
2263,Recall is TP divided by (A) TP+FN (B) TP+FP (C) TN+FP (D) TP+TN,(A),Data Scientist,Aptitude
2264,F1 score is the harmonic mean of (A) Precision and accuracy (B) Recall and accuracy (C) Precision and recall (D) Sensitivity and specificity,(C),Data Scientist,Aptitude
2265,AUC-ROC of a random classifier is (A) 0 (B) 0.5 (C) 1 (D) -1,(B),Data Scientist,Aptitude
2266,R-squared value of 0.85 means the model explains (A) 15% (B) 50% (C) 85% (D) 100% of variance,(C),Data Scientist,Aptitude
2267,Adjusted R-squared penalizes for (A) High R-squared (B) Large sample (C) Extra features (D) Low variance,(C),Data Scientist,Aptitude
2268,Mean Absolute Error gives (A) Squared errors (B) Absolute errors (C) Percentage errors (D) Log errors,(B),Data Scientist,Aptitude
2269,RMSE stands for Root Mean (A) Standard Error (B) Squared Error (C) Simple Error (D) Statistical Error,(B),Data Scientist,Aptitude
2270,Log loss is used for (A) Regression (B) Binary classification (C) Clustering (D) Ranking,(B),Data Scientist,Aptitude
2271,Silhouette score is used to evaluate (A) Regression (B) Classification (C) Clustering (D) Feature selection,(C),Data Scientist,Aptitude
2272,The perplexity metric is used in (A) Regression (B) Language models (C) Image models (D) Clustering,(B),Data Scientist,Aptitude
2273,BLEU score evaluates (A) Classification (B) Translation quality (C) Clustering (D) Regression,(B),Data Scientist,Aptitude
2274,Cohen's kappa measures (A) Variance (B) Inter-rater agreement (C) Correlation (D) Regression fit,(B),Data Scientist,Aptitude
2275,A loss function of 0 means (A) Worst model (B) Random model (C) Perfect prediction (D) Overfitting,(C),Data Scientist,Aptitude
2276,Batch size of 1 is called (A) Mini-batch (B) Stochastic (C) Full batch (D) Online,(B),Data Scientist,Aptitude
2277,Epoch means (A) One batch (B) One pass through dataset (C) One gradient step (D) One layer,(B),Data Scientist,Aptitude
2278,Learning rate schedule reduces LR over (A) Layers (B) Features (C) Training time (D) Batch size,(C),Data Scientist,Aptitude
2279,Adam optimizer combines (A) SGD and RMSProp (B) SGD and Adagrad (C) Momentum and RMSProp (D) Newton and SGD,(C),Data Scientist,Aptitude
2280,Overfitting is indicated when (A) Train and test loss are both high (B) Train loss is low but test loss is high (C) Both losses are low (D) Both losses decrease,(B),Data Scientist,Aptitude
2281,Underfitting means the model is too (A) Complex (B) Simple (C) Large (D) Fast,(B),Data Scientist,Aptitude
2282,K-fold cross validation splits data into (A) 2 parts (B) K parts (C) N parts (D) Random parts,(B),Data Scientist,Aptitude
2283,Leave-one-out CV uses K equal to (A) 2 (B) 5 (C) 10 (D) N,(D),Data Scientist,Aptitude
2284,Stratified sampling preserves (A) Order (B) Class distribution (C) Feature values (D) Missing data,(B),Data Scientist,Aptitude
2285,The number of edges in a complete graph of 5 nodes is (A) 5 (B) 8 (C) 10 (D) 15,(C),Data Scientist,Aptitude
2286,Big O of binary search is (A) O(1) (B) O(log n) (C) O(n) (D) O(n^2),(B),Data Scientist,Aptitude
2287,Big O of bubble sort is (A) O(n) (B) O(n log n) (C) O(n^2) (D) O(2^n),(C),Data Scientist,Aptitude
2288,A hash table average lookup is (A) O(1) (B) O(log n) (C) O(n) (D) O(n^2),(A),Data Scientist,Aptitude
2289,Merge sort time complexity is (A) O(n) (B) O(n log n) (C) O(n^2) (D) O(2^n),(B),Data Scientist,Aptitude
2290,A balanced BST lookup is (A) O(1) (B) O(log n) (C) O(n) (D) O(n^2),(B),Data Scientist,Aptitude
2291,BFS uses which data structure? (A) Stack (B) Queue (C) Heap (D) Array,(B),Data Scientist,Aptitude
2292,DFS uses which data structure? (A) Stack (B) Queue (C) Heap (D) Array,(A),Data Scientist,Aptitude
2293,Dijkstra's algorithm finds (A) Max flow (B) Shortest path (C) MST (D) Topological order,(B),Data Scientist,Aptitude
2294,A linked list insertion at head is (A) O(1) (B) O(log n) (C) O(n) (D) O(n^2),(A),Data Scientist,Aptitude
2295,Dynamic programming uses (A) Brute force (B) Greedy (C) Memoization (D) Randomization,(C),Data Scientist,Aptitude
2296,What is 8 choose 3? (A) 24 (B) 36 (C) 56 (D) 72,(C),Data Scientist,Aptitude
2297,"If 20% of 500 is x, then x = (A) 80 (B) 90 (C) 100 (D) 110",(C),Data Scientist,Aptitude
2298,A worker finishes a job in 10 days. In 4 days he completes (A) 20% (B) 30% (C) 40% (D) 50%,(C),Data Scientist,Aptitude
2299,Two pipes fill a tank in 6 and 12 hours. Together they fill it in (A) 3 (B) 4 (C) 5 (D) 6 hours,(B),Data Scientist,Aptitude
2300,Speed of a boat in still water is 10 km/hr and stream speed is 2 km/hr. Downstream speed is (A) 8 (B) 10 (C) 12 (D) 14,(C),Data Scientist,Aptitude
2301,Simple interest on 1000 at 5% for 3 years is (A) 100 (B) 125 (C) 150 (D) 175,(C),Data Scientist,Aptitude
2302,Compound interest on 1000 at 10% for 2 years is (A) 200 (B) 210 (C) 220 (D) 250,(B),Data Scientist,Aptitude
2303,A clock shows 3:15. The angle between hands is (A) 0 (B) 7.5 (C) 15 (D) 22.5,(B),Data Scientist,Aptitude
2304,"If today is Monday, what day is it after 100 days? (A) Monday (B) Tuesday (C) Wednesday (D) Thursday",(C),Data Scientist,Aptitude
2305,"The next term in AP: 3, 7, 11, 15, ? (A) 17 (B) 18 (C) 19 (D) 20",(C),Data Scientist,Aptitude
2306,"The 10th term of GP: 2, 6, 18, ... is (A) 39366 (B) 19683 (C) 39366 (D) 59049",(C),Data Scientist,Aptitude
2307,Sum of interior angles of a pentagon is (A) 360 (B) 450 (C) 540 (D) 620,(C),Data Scientist,Aptitude
2308,Volume of a cube with side 4 is (A) 16 (B) 32 (C) 48 (D) 64,(D),Data Scientist,Aptitude
2309,Surface area of a sphere with radius 3 is (A) 36pi (B) 27pi (C) 18pi (D) 9pi,(A),Data Scientist,Aptitude
2310,"If log2(x) = 5, then x = (A) 10 (B) 16 (C) 25 (D) 32",(D),Data Scientist,Aptitude
2311,What fraction of 1 hour is 40 minutes? (A) 1/3 (B) 2/5 (C) 2/3 (D) 3/4,(C),Data Scientist,Aptitude
2312,A ratio of 2:3 with total 50 gives parts (A) 20 and 30 (B) 15 and 35 (C) 25 and 25 (D) 10 and 40,(A),Data Scientist,Aptitude
2313,Average of first 20 even numbers is (A) 20 (B) 21 (C) 22 (D) 25,(B),Data Scientist,Aptitude
2314,"If cost price is 400 and selling price is 500, profit % is (A) 20% (B) 25% (C) 30% (D) 35%",(B),Data Scientist,Aptitude
2315,Discount of 10% on 600 gives price (A) 480 (B) 500 (C) 540 (D) 560,(C),Data Scientist,Aptitude
2316,In how many ways can 3 books be selected from 7? (A) 21 (B) 35 (C) 42 (D) 56,(B),Data Scientist,Aptitude
2317,A fair die is rolled twice. Probability of sum 7 is (A) 1/12 (B) 1/6 (C) 1/4 (D) 1/3,(B),Data Scientist,Aptitude
2318,What is the 5th Fibonacci number? (A) 3 (B) 5 (C) 8 (D) 13,(B),Data Scientist,Aptitude
2319,"If A = {1,2,3} and B = {3,4,5}, A intersection B = (A) {1,2} (B) {3} (C) {4,5} (D) {1,2,3,4,5}",(B),Data Scientist,Aptitude
2320,"A union B from above is (A) {3} (B) {1,2,3} (C) {1,2,3,4,5} (D) {4,5}",(C),Data Scientist,Aptitude
2321,"Power set of {a,b} has how many elements? (A) 2 (B) 3 (C) 4 (D) 8",(C),Data Scientist,Aptitude
2322,Which is not a measure of central tendency? (A) Mean (B) Median (C) Mode (D) Range,(D),Data Scientist,Aptitude
2323,Weighted mean of 10(w=2) and 20(w=3) is (A) 14 (B) 15 (C) 16 (D) 17,(C),Data Scientist,Aptitude
2324,Geometric mean of 4 and 16 is (A) 6 (B) 8 (C) 10 (D) 12,(B),Data Scientist,Aptitude
2325,"If mean=10 and median=12, the data is (A) Left skewed (B) Right skewed (C) Symmetric (D) Uniform",(A),Data Scientist,Aptitude
2326,Kurtosis measures (A) Central tendency (B) Spread (C) Tail heaviness (D) Skewness,(C),Data Scientist,Aptitude
2327,"In hypothesis testing, alpha is usually (A) 0.01 (B) 0.05 (C) 0.10 (D) All of the above",(D),Data Scientist,Aptitude
2328,A two-tailed test at 5% splits alpha into (A) 5% each tail (B) 2.5% each tail (C) 1% each tail (D) 10% each tail,(B),Data Scientist,Aptitude
2329,Mann-Whitney U test is (A) Parametric (B) Non-parametric (C) Bayesian (D) Frequentist only,(B),Data Scientist,Aptitude
